,EmpID,Designation,City,DOB,Gender,YearOfAppraisal,Rating,Salary,WorkLifeBalance,CurrentLocation,PreferredLocation,Appraisal,Recommend,Opportunities,CurrentRole,DesiredRole,Infrastructure
282,15333,Senior Associate,Pune,54:47.3,M,2017,3,4,5,1,,0,0,0,1,,4
283,15347,Associate,Pune,54:48.1,M,2017,3,4,1,0,Noida,0,0,0,1,,3
284,15405,Programmer,Chennai,53:37.9,M,2017,2,4,4,1,,1,1,0,1,,4
285,15444,Associate,Kolkata,54:33.4,M,2017,3,3,1,0,Bangalore,0,0,0,1,,1
286,15557,Associate,Hyderabad,53:39.0,F,2017,3,5,4,1,,1,1,0,1,,4
287,15574,Senior Associate,Chennai,54:33.6,F,2017,2,4,4,1,,1,1,0,1,,4
288,15585,Associate,Bangalore,54:48.9,F,2017,2,4,2,1,,1,1,0,1,,3
289,15600,Senior Associate,Bangalore,53:37.9,M,2017,2,1,5,1,,1,1,0,1,,1
290,15622,Senior Manager,Kolkata,54:49.2,M,2017,3,3,5,1,,0,0,0,1,,1
291,15638,Senior Manager,Hyderabad,55:03.5,F,2017,3,3,4,1,,1,1,0,1,,4
292,15715,Programmer Trainee,Chennai,55:03.5,F,2017,3,4,5,1,,1,1,0,1,,4
293,15776,Senior Associate,Chennai,55:01.7,M,2017,2,2,4,1,,1,1,0,1,,2
294,15843,Programmer,Bangalore,53:39.1,M,2017,3,4,4,1,,1,0,0,1,,1
295,15863,Associate,Chennai,55:04.2,M,2017,1,3,4,1,,1,0,0,1,,1
296,15950,Programmer,Hyderabad,54:49.6,M,2017,3,4,3,1,,0,0,0,1,,2
297,15966,Programmer,Chennai,54:48.8,M,2017,2,3,3,0,Bangalore,1,1,0,1,,4
298,15971,Programmer,Hyderabad,54:48.6,M,2017,3,5,4,1,,0,1,0,1,,2
299,15979,Programmer,Chennai,54:33.9,F,2017,1,4,2,1,,1,1,0,1,,2
300,16013,Senior Associate,Hyderabad,54:33.8,F,2017,2,2,4,0,Chennai,1,1,0,1,,2
301,16071,Programmer,Noida,53:38.8,M,2017,1,3,3,0,Chennai,1,0,0,1,,3
302,16117,Associate,Noida,55:02.3,M,2017,2,1,5,1,,1,1,0,1,,3
303,16141,Associate,Bangalore,54:17.3,F,2017,3,3,4,1,,1,1,0,1,,4
304,16364,Programmer Trainee,Hyderabad,54:33.4,F,2017,3,4,4,0,Noida,0,0,0,1,,1
305,16482,Associate,Hyderabad,55:03.0,M,2017,1,3,2,0,Noida,1,0,0,1,,2
306,16520,Programmer,Pune,54:48.3,F,2017,1,3,4,1,,1,0,0,1,,2
307,16616,Programmer Trainee,Pune,54:18.2,F,2017,3,3,4,1,,0,0,0,1,,4
308,16661,Associate,Pune,53:38.0,M,2017,2,4,4,1,,1,1,0,1,,3
309,16788,Senior Associate,Chennai,55:03.9,M,2017,4,3,3,0,Hyderabad,0,0,0,0,Architect,1
310,16814,Programmer Trainee,Chennai,54:47.6,M,2017,4,2,5,0,Bangalore,0,0,0,0,Analyst,1
311,16816,Senior Manager,Pune,54:17.2,M,2017,3,4,2,1,,1,0,0,1,,2
312,16893,Associate,Chennai,54:48.6,M,2017,3,3,5,1,,0,0,0,1,,2
313,16953,Programmer Trainee,Pune,54:48.8,F,2017,3,2,4,0,Bangalore,0,0,0,1,,1
314,17002,Senior Associate,Hyderabad,55:02.1,F,2017,2,4,3,1,,1,1,0,1,,1
315,17023,Senior Manager,Pune,55:02.0,M,2017,3,4,5,1,,0,0,0,1,,2
316,17033,Programmer,Hyderabad,53:38.4,M,2017,3,1,2,0,Pune,0,0,0,1,,2
317,17061,Senior Associate,Hyderabad,54:33.3,F,2017,3,3,1,0,Pune,0,0,0,1,,1
318,17144,Manager,Chennai,53:39.1,M,2017,3,3,2,0,Pune,0,0,0,1,,1
319,17207,Programmer,Hyderabad,54:49.2,M,2017,2,4,3,1,,1,1,0,1,,4
320,17224,Senior Manager,Chennai,53:39.2,M,2017,3,3,5,1,,1,1,0,1,,3
321,17313,Associate,Pune,54:34.1,F,2017,2,5,2,0,Chennai,1,1,0,1,,1
322,17319,Programmer Trainee,Hyderabad,55:01.7,M,2017,4,4,5,1,,1,0,0,1,,4
323,17388,Associate,Hyderabad,55:02.6,F,2017,1,4,4,1,,1,1,0,1,,3
324,17426,Senior Associate,Hyderabad,54:48.0,M,2017,3,4,5,1,,1,1,0,1,,1
325,17473,Manager,Pune,55:02.9,M,2017,4,1,3,0,Hyderabad,0,0,0,0,Consultant,2
326,17481,Associate,Chennai,55:01.6,M,2017,1,5,3,1,,1,1,0,1,,2
327,17535,Manager,Hyderabad,53:38.9,M,2017,3,3,4,1,,1,1,0,1,,4
328,17557,Senior Associate,Bangalore,54:17.6,M,2017,4,4,5,1,,1,1,0,1,,2
329,17594,Senior Manager,Kolkata,54:33.8,F,2017,3,4,2,0,Kolkata,0,0,0,1,,2
330,17610,Senior Associate,Hyderabad,54:48.7,F,2017,2,2,2,0,Pune,1,1,0,1,,1
331,17758,Associate,Hyderabad,54:49.7,M,2017,1,3,3,0,Kolkata,1,0,0,1,,1
332,17786,Associate,Pune,54:34.0,F,2017,1,1,3,0,Hyderabad,1,0,0,1,,2
333,17953,Programmer Trainee,Chennai,55:03.5,M,2017,3,3,4,1,,1,1,0,1,,4
334,17973,Programmer,Bangalore,55:03.7,M,2017,3,4,4,1,,1,0,0,1,,1
335,18020,Programmer,Kolkata,55:03.9,F,2017,4,4,4,0,Pune,0,0,0,0,Analyst,1
336,18021,Senior Associate,Pune,54:49.0,F,2017,4,5,3,1,,0,1,0,1,,2
337,18055,Associate,Bangalore,55:04.5,M,2017,3,4,4,1,,0,0,0,1,,3
338,18061,Senior Manager,Bangalore,54:50.2,M,2017,3,1,3,0,Kolkata,0,0,0,1,,1
339,18066,Associate,Hyderabad,55:02.7,M,2017,2,2,5,0,Noida,1,1,0,1,,1
340,18091,Programmer,Bangalore,54:18.1,M,2017,4,4,2,1,,0,0,0,1,,3
341,18190,Programmer Trainee,Hyderabad,54:17.1,F,2017,4,3,3,0,Hyderabad,0,0,0,0,Analyst,2
342,18287,Associate,Hyderabad,53:38.4,M,2017,3,4,2,1,,1,1,0,1,,1
343,18355,Programmer Trainee,Hyderabad,54:48.9,M,2017,1,5,1,0,Hyderabad,1,1,0,1,,4
344,18395,Manager,Kolkata,54:18.1,M,2017,3,4,4,1,,0,0,0,1,,2
345,18418,Associate,Pune,54:34.2,M,2017,2,1,4,0,Hyderabad,1,1,0,1,,1
346,18492,Associate,Noida,53:38.5,M,2017,4,4,3,1,,0,0,0,1,,3
347,18632,Manager,Bangalore,55:02.2,M,2017,3,4,3,1,,1,0,0,1,,3
348,18758,Programmer Trainee,Chennai,54:47.5,M,2017,4,4,4,1,,0,0,0,1,,3
349,18760,Senior Associate,Noida,53:37.6,F,2017,3,3,5,1,,0,0,0,1,,2
350,18822,Associate,Chennai,54:50.0,F,2017,2,4,4,0,Chennai,1,1,0,1,,1
351,18856,Associate,Pune,55:02.9,M,2017,3,4,4,1,,1,1,0,1,,4
352,18872,Senior Manager,Hyderabad,55:04.1,F,2017,4,3,3,0,Pune,0,0,0,0,Architect,4
353,18892,Senior Manager,Chennai,53:39.1,M,2017,3,5,4,1,,0,1,0,1,,3
354,18939,Senior Associate,Bangalore,54:50.2,M,2017,3,5,4,1,,0,1,0,1,,2
355,18990,Programmer Trainee,Pune,54:50.5,M,2017,1,3,4,0,Pune,1,0,0,1,,3
356,19005,Associate,Kolkata,54:33.5,M,2017,4,4,1,1,,1,1,0,1,,4
357,19016,Associate,Chennai,55:03.3,M,2017,4,4,3,1,,1,1,0,1,,1
358,19110,Programmer,Chennai,55:02.4,F,2017,3,4,3,1,,1,1,0,1,,3
359,19213,Programmer Trainee,Bangalore,54:33.3,M,2017,4,5,4,1,,0,1,0,1,,3
360,19349,Programmer,Chennai,55:01.9,M,2017,3,5,2,1,,0,1,0,1,,3
361,19381,Programmer,Kolkata,54:17.6,M,2017,4,2,4,1,,1,0,0,1,,4
362,19382,Associate,Bangalore,54:49.0,M,2017,3,4,2,1,,0,0,0,1,,1
363,19389,Associate,Kolkata,54:33.3,M,2017,4,4,5,1,,0,0,0,1,,3
364,19393,Programmer Trainee,Chennai,54:49.0,M,2017,3,4,5,1,,0,0,0,1,,4
365,19412,Manager,Bangalore,54:33.5,M,2017,3,5,4,1,,1,1,0,1,,1
366,19415,Associate,Pune,53:38.1,M,2017,2,4,3,1,,1,1,0,1,,2
367,19708,Manager,Hyderabad,54:49.1,M,2017,4,5,3,0,Hyderabad,0,1,0,0,Manager,4
368,19736,Associate,Chennai,55:03.2,F,2017,3,4,4,1,,1,1,0,1,,4
369,19857,Programmer,Chennai,54:50.0,M,2017,3,2,2,0,Pune,0,0,0,1,,3
370,19866,Programmer,Chennai,54:17.9,F,2017,3,5,4,1,,0,1,0,1,,4
371,19880,Associate,Hyderabad,53:39.1,M,2017,4,4,4,0,Hyderabad,0,0,0,0,Developer,4
372,19929,Associate,Hyderabad,54:33.6,M,2017,3,4,4,0,Hyderabad,0,0,0,1,,4
373,19962,Programmer Trainee,Chennai,54:17.4,F,2017,2,3,4,1,,1,1,0,1,,2
374,19979,Programmer,Pune,54:48.4,M,2017,2,4,4,1,,1,1,0,1,,1
375,20011,Associate,Chennai,55:04.1,M,2017,4,3,5,1,,0,0,0,1,,3
376,20030,Senior Associate,Chennai,55:01.7,F,2017,3,4,4,1,,1,0,0,1,,2
377,20161,Senior Manager,Kolkata,27:48.2,M,2017,4,3,1,0,Hyderabad,0,0,0,0,Consultant,4
378,20215,Programmer Trainee,Hyderabad,54:17.3,F,2017,4,4,4,1,,1,0,0,1,,4
379,20228,Associate,Bangalore,54:34.1,M,2017,3,5,3,1,,1,1,0,1,,1
380,20426,Programmer,Chennai,54:17.3,M,2017,1,3,2,0,Bangalore,1,0,0,1,,3
381,20430,Senior Associate,Chennai,54:48.0,F,2017,4,4,3,1,,0,0,0,1,,4
382,20444,Programmer Trainee,Hyderabad,55:03.4,M,2017,2,4,5,1,,1,1,0,1,,4
383,20592,Senior Associate,Bangalore,55:04.1,F,2017,3,1,4,1,,0,0,0,1,,3
384,20827,Senior Manager,Bangalore,54:47.9,M,2017,3,4,1,0,Chennai,0,0,0,1,,1
385,20881,Senior Manager,Hyderabad,54:17.6,F,2017,4,4,4,1,,1,1,0,1,,2
386,21078,Programmer Trainee,Hyderabad,54:47.7,M,2017,3,3,4,0,Chennai,0,0,0,1,,2
387,21104,Programmer Trainee,Pune,54:47.4,F,2017,3,4,2,0,Chennai,0,0,0,1,,1
388,21144,Associate,Kolkata,53:37.9,M,2017,2,5,4,1,,1,1,0,1,,1
389,21169,Associate,Kolkata,54:18.3,F,2017,3,5,3,1,,1,1,0,1,,3
390,21189,Programmer,Pune,54:49.3,M,2017,2,5,2,1,,1,1,0,1,,2
391,21266,Senior Associate,Bangalore,54:18.0,F,2017,3,5,4,1,,1,1,0,1,,4
392,21328,Senior Associate,Pune,54:17.0,M,2017,4,4,3,1,,0,0,0,1,,2
393,21378,Senior Manager,Chennai,54:49.3,F,2017,3,5,5,1,,0,1,0,1,,3
394,21921,Programmer,Hyderabad,53:38.7,M,2017,3,4,4,1,,0,0,0,1,,1
395,21931,Programmer Trainee,Bangalore,53:39.3,M,2017,3,2,4,0,Chennai,0,0,0,1,,1
396,22295,Senior Associate,Noida,54:34.1,M,2017,4,5,2,1,,1,1,0,1,,3
397,22361,Associate,Hyderabad,54:50.2,M,2017,2,4,1,1,,1,1,0,1,,3
398,22379,Associate,Chennai,54:17.6,F,2017,3,2,5,1,,1,1,0,1,,3
399,22418,Programmer,Kolkata,53:38.4,M,2017,4,4,3,1,,1,1,0,1,,2
400,22468,Associate,Hyderabad,55:03.1,M,2017,4,4,4,1,,0,0,0,1,,3
401,22535,Programmer,Pune,54:34.1,M,2017,3,3,3,0,Hyderabad,0,0,0,1,,4
402,22572,Senior Associate,Hyderabad,53:38.3,M,2017,4,3,4,1,,0,0,0,1,,4
403,22633,Programmer,Bangalore,54:17.3,F,2017,2,4,5,1,,1,1,0,1,,4
404,22634,Senior Manager,Noida,54:47.6,M,2017,3,4,4,1,,0,0,0,1,,1
405,22689,Senior Associate,Chennai,53:38.3,M,2017,4,4,4,1,,1,0,0,1,,2
406,22770,Associate,Kolkata,54:50.1,M,2017,2,2,4,1,,1,1,0,1,,1
407,22804,Associate,Chennai,54:48.9,M,2017,2,2,3,0,Hyderabad,1,1,0,1,,4
408,22867,Programmer Trainee,Chennai,54:49.4,M,2017,4,2,2,0,Noida,0,0,0,0,Analyst,3
409,22957,Senior Manager,Pune,54:48.8,F,2017,3,5,4,1,,0,1,0,1,,4
410,23004,Senior Associate,Chennai,54:50.3,M,2017,3,3,4,1,,0,0,0,1,,3
411,23045,Senior Associate,Hyderabad,55:04.2,M,2017,2,4,3,1,,1,1,0,1,,2
412,23099,Associate,Pune,55:03.2,M,2017,1,4,4,0,Hyderabad,1,0,0,1,,1
413,23105,Manager,Hyderabad,55:03.4,F,2017,4,1,5,1,,0,0,0,1,,2
414,23237,Associate,Pune,54:34.0,M,2017,4,4,4,0,Kolkata,0,0,0,0,Architect,3
415,23331,Programmer,Bangalore,55:03.7,M,2017,3,3,3,0,Hyderabad,0,0,0,1,,3
416,23424,Associate,Bangalore,54:34.2,M,2017,3,5,4,1,,0,1,0,1,,2
417,23433,Programmer Trainee,Pune,55:02.2,F,2017,2,3,2,0,Kolkata,1,1,0,1,,2
418,23673,Associate,Hyderabad,54:50.5,M,2017,3,5,2,1,,1,1,0,1,,2
419,23716,Associate,Chennai,53:38.2,F,2017,3,3,4,1,,0,0,0,1,,4
420,23815,Senior Manager,Chennai,53:38.1,M,2017,3,4,3,1,,1,1,0,1,,4
421,23868,Associate,Bangalore,54:48.8,M,2017,4,4,2,1,,1,1,0,1,,2
422,23910,Programmer Trainee,Pune,55:03.1,M,2017,4,4,4,0,Pune,0,0,0,0,Analyst,4
423,23916,Associate,Chennai,54:33.7,M,2017,4,3,4,0,Pune,0,0,0,0,Architect,4
424,23921,Associate,Hyderabad,55:01.9,M,2017,3,4,4,1,,0,0,0,1,,1
425,23998,Associate,Chennai,54:34.2,F,2017,3,4,4,1,,0,0,0,1,,4
426,24128,Associate,Noida,54:33.5,M,2017,4,4,3,1,,1,1,0,1,,2
427,24227,Programmer,Hyderabad,54:17.9,M,2017,4,3,2,0,Pune,0,0,0,0,Analyst,1
428,24346,Senior Manager,Pune,53:39.1,M,2017,3,4,1,1,,1,0,0,1,,2
429,24361,Manager,Hyderabad,55:03.5,M,2017,3,4,4,1,,0,0,0,1,,1
430,24471,Manager,Hyderabad,54:17.5,F,2017,3,4,4,1,,1,0,0,1,,2
431,24479,Senior Associate,Pune,55:02.2,F,2017,3,4,5,1,,1,1,0,1,,3
432,24617,Programmer,Bangalore,54:34.2,M,2017,1,2,4,1,,1,0,0,1,,1
433,24735,Associate,Hyderabad,55:02.8,F,2017,3,5,1,1,,0,1,0,1,,2
434,24847,Senior Associate,Pune,53:38.4,F,2017,3,5,4,0,Chennai,0,1,0,1,,4
435,24872,Programmer,Chennai,55:01.8,F,2017,3,4,4,1,,1,0,0,1,,1
436,24955,Senior Associate,Pune,54:34.0,F,2017,4,4,3,1,,0,0,0,1,,4
437,25017,Manager,Pune,54:48.0,M,2017,3,3,2,0,Bangalore,0,0,0,1,,4
438,25036,Senior Associate,Hyderabad,55:02.3,M,2017,3,5,3,1,,0,1,0,1,,2
439,25087,Associate,Pune,54:33.7,M,2017,4,4,4,1,,1,0,0,1,,3
440,25096,Senior Associate,Noida,54:33.9,M,2017,2,4,3,1,,1,1,0,1,,2
441,25101,Senior Associate,Kolkata,55:04.2,M,2017,3,5,4,1,,1,1,0,1,,3
442,25257,Manager,Chennai,54:49.0,M,2017,4,4,4,1,,0,0,0,1,,2
443,25302,Senior Associate,Pune,54:33.3,M,2017,3,3,5,1,,1,0,0,1,,1
444,25318,Programmer Trainee,Bangalore,54:18.2,M,2017,3,5,4,1,,0,1,0,1,,4
445,25331,Senior Manager,Chennai,55:04.3,M,2017,4,5,4,1,,0,1,0,1,,3
446,25413,Senior Manager,Bangalore,53:38.5,F,2017,3,5,4,1,,1,1,0,1,,1
447,25448,Senior Manager,Hyderabad,54:18.1,M,2017,4,4,5,1,,0,0,0,1,,1
448,25519,Programmer Trainee,Hyderabad,53:38.6,F,2017,3,3,3,0,Kolkata,0,0,0,1,,3
449,25550,Programmer Trainee,Bangalore,55:02.0,M,2017,4,4,5,0,Bangalore,0,0,0,0,Analyst,4
450,25646,Manager,Chennai,55:01.7,M,2017,3,4,5,1,,1,0,0,1,,1
451,25901,Programmer,Pune,55:04.1,F,2017,3,3,4,1,,1,1,0,1,,2
452,25935,Associate,Chennai,54:17.0,M,2017,3,1,5,0,Hyderabad,0,0,0,1,,3
453,25988,Associate,Pune,54:48.3,F,2017,1,2,4,1,,1,0,0,1,,4
454,26085,Senior Associate,Chennai,53:38.7,F,2017,4,4,3,1,,0,0,0,1,,2
455,26093,Manager,Bangalore,54:34.1,F,2017,4,4,4,1,,1,1,0,1,,4
456,26142,Programmer Trainee,Noida,54:47.7,M,2017,2,3,2,0,Hyderabad,1,1,0,1,,3
457,26306,Associate,Chennai,54:17.7,M,2017,2,2,4,1,,1,1,0,1,,2
458,26315,Programmer,Chennai,54:33.4,F,2017,4,5,4,1,,0,1,0,1,,2
459,26355,Senior Manager,Noida,54:33.5,M,2017,3,4,3,1,,0,0,0,1,,3
460,26401,Senior Manager,Hyderabad,54:33.9,M,2017,4,3,2,0,Hyderabad,0,0,0,0,Consultant,4
461,26442,Senior Associate,Bangalore,54:18.3,M,2017,4,2,3,0,Bangalore,0,0,0,0,Architect,4
462,26502,Senior Manager,Kolkata,54:50.3,M,2017,3,3,5,1,,1,1,0,1,,4
463,26863,Associate,Chennai,55:02.8,M,2017,4,4,4,0,Kolkata,0,0,0,0,Developer,2
464,26958,Programmer,Chennai,54:50.1,F,2017,3,4,4,1,,0,0,0,1,,1
465,27202,Programmer,Hyderabad,54:47.7,M,2017,4,4,3,1,,0,0,0,1,,1
466,27237,Senior Associate,Kolkata,54:48.3,F,2017,3,4,4,1,,0,0,0,1,,1
467,27284,Senior Manager,Hyderabad,53:39.1,M,2017,3,5,5,1,,0,1,0,1,,2
468,27409,Programmer,Hyderabad,55:04.0,M,2017,4,4,2,1,,0,0,0,1,,3
469,27415,Manager,Pune,54:48.8,M,2017,3,4,4,1,,1,0,0,1,,4
470,27443,Programmer Trainee,Noida,54:33.7,M,2017,3,5,2,0,Chennai,0,1,0,1,,3
471,27537,Manager,Bangalore,54:18.0,F,2017,3,5,4,1,,0,1,0,1,,3
472,27628,Associate,Noida,54:17.1,M,2017,1,4,4,0,Chennai,1,0,0,1,,2
473,27639,Manager,Hyderabad,54:33.4,F,2017,3,3,4,1,,1,1,0,1,,2
474,27702,Senior Associate,Bangalore,54:17.1,M,2017,3,2,4,1,,0,0,0,1,,4
475,27754,Programmer,Hyderabad,54:49.2,F,2017,2,4,3,0,Hyderabad,1,1,0,1,,3
476,27851,Senior Manager,Chennai,54:49.1,F,2017,4,3,4,1,,1,0,0,1,,4
477,27898,Senior Associate,Chennai,54:49.0,F,2017,2,4,4,1,,1,1,0,1,,2
478,27914,Associate,Bangalore,54:49.1,M,2017,3,4,5,0,Bangalore,0,0,0,1,,2
479,27925,Associate,Pune,54:47.3,M,2017,4,4,4,1,,0,0,0,1,,3
480,28002,Associate,Bangalore,53:38.0,M,2017,4,4,1,1,,0,0,0,1,,3
481,28076,Associate,Chennai,54:49.1,M,2017,4,5,4,0,Hyderabad,0,1,0,0,Analyst,4
482,28096,Associate,Noida,54:47.6,M,2017,3,4,4,1,,1,1,0,1,,3
483,28176,Manager,Chennai,53:38.3,F,2017,4,2,3,0,Hyderabad,0,0,0,0,Architect,1
484,28243,Associate,Chennai,54:49.2,F,2017,3,4,5,1,,0,0,0,1,,4
485,28298,Programmer,Chennai,54:17.8,M,2017,1,4,4,1,,1,0,0,1,,2
486,28357,Senior Manager,Hyderabad,55:04.1,M,2017,3,1,4,1,,0,0,0,1,,1
487,28403,Associate,Bangalore,54:33.4,M,2017,3,4,3,1,,0,0,0,1,,3
488,28416,Manager,Pune,55:01.7,F,2017,4,5,4,1,,0,1,0,1,,2
489,28429,Associate,Chennai,54:50.4,M,2017,2,3,2,0,Hyderabad,1,1,0,1,,3
490,28493,Manager,Pune,55:03.9,F,2017,3,3,4,1,,0,0,0,1,,2
491,28561,Associate,Chennai,55:02.5,M,2017,1,4,4,0,Pune,1,0,0,1,,1
492,28829,Associate,Hyderabad,53:37.7,M,2017,3,5,4,1,,0,1,0,1,,1
493,28877,Programmer,Bangalore,53:38.8,M,2017,4,4,4,1,,0,0,0,1,,3
494,28909,Senior Associate,Hyderabad,54:49.2,F,2017,4,4,3,1,,1,1,0,1,,2
495,28910,Senior Manager,Pune,54:17.1,M,2017,3,4,4,1,,1,0,0,1,,1
496,28964,Programmer,Pune,55:02.6,F,2017,4,3,4,1,,0,0,0,1,,3
497,29014,Senior Associate,Noida,54:17.9,M,2017,3,4,4,1,,1,1,0,1,,2
498,29102,Programmer Trainee,Hyderabad,54:18.2,M,2017,2,4,4,0,Pune,1,1,0,1,,2
499,29152,Senior Associate,Hyderabad,55:04.0,F,2017,3,3,4,1,,1,0,0,1,,4
500,29165,Associate,Pune,54:33.5,M,2017,4,1,4,1,,1,0,0,1,,2
501,29221,Senior Manager,Hyderabad,55:03.9,M,2017,3,3,4,1,,1,1,0,1,,2
502,29244,Senior Manager,Pune,55:02.9,M,2017,3,3,1,0,Hyderabad,0,0,0,1,,1
503,29353,Manager,Hyderabad,54:49.5,F,2017,3,2,2,0,Chennai,0,0,0,1,,2
504,29372,Senior Manager,Bangalore,54:47.3,M,2017,4,4,4,1,,0,0,0,1,,3
505,29480,Manager,Chennai,55:01.8,F,2017,3,3,5,1,,0,0,0,1,,1
506,29536,Senior Associate,Hyderabad,54:48.0,M,2017,3,1,2,0,Kolkata,0,0,0,1,,2
507,29573,Programmer Trainee,Bangalore,54:47.3,M,2017,1,4,4,1,,1,0,0,1,,1
508,29584,Programmer Trainee,Chennai,53:39.0,F,2017,3,4,4,1,,1,0,0,1,,2
509,29656,Programmer Trainee,Hyderabad,54:34.2,F,2017,1,3,5,1,,1,0,0,1,,4
510,29688,Senior Associate,Hyderabad,54:33.4,F,2017,2,4,4,1,,1,1,0,1,,4
511,29756,Manager,Noida,55:04.0,M,2017,4,3,4,1,,1,1,0,1,,2
512,29762,Senior Associate,Hyderabad,53:37.8,M,2017,4,4,4,1,,1,0,0,1,,3
513,29793,Senior Associate,Hyderabad,54:17.5,M,2017,3,4,4,1,,1,1,0,1,,4
514,29861,Manager,Pune,54:34.2,M,2017,3,3,4,1,,0,0,0,1,,2
515,29870,Programmer Trainee,Hyderabad,54:33.3,F,2017,3,5,3,0,Chennai,0,1,0,1,,2
516,29899,Senior Associate,Kolkata,53:38.5,F,2017,2,3,3,0,Hyderabad,1,1,0,1,,3
517,29922,Programmer,Pune,55:03.0,M,2017,4,4,4,1,,1,1,0,1,,2
518,30036,Associate,Hyderabad,53:37.7,M,2017,3,4,2,1,,1,1,0,1,,1
519,30055,Associate,Hyderabad,55:04.2,M,2017,3,4,1,1,,1,1,0,1,,1
520,30132,Associate,Chennai,53:38.5,F,2017,3,4,3,1,,0,0,0,1,,1
521,30174,Programmer Trainee,Bangalore,54:33.5,M,2017,2,2,4,1,,1,1,0,1,,3
522,30259,Programmer,Bangalore,55:03.8,F,2017,1,4,3,1,,1,0,0,1,,1
523,30283,Associate,Pune,54:34.1,M,2017,3,4,1,0,Hyderabad,0,0,0,1,,1
524,30465,Senior Associate,Noida,53:38.3,F,2017,1,2,2,0,Chennai,1,0,0,1,,1
525,30635,Programmer,Bangalore,54:48.2,M,2017,3,4,4,1,,0,0,0,1,,1
526,30668,Senior Associate,Hyderabad,55:04.0,M,2017,3,5,5,1,,0,1,0,1,,3
527,30694,Associate,Hyderabad,53:38.7,F,2017,1,4,4,0,Chennai,1,0,0,1,,2
528,30753,Programmer,Pune,54:48.7,F,2017,2,5,2,1,,1,1,0,1,,4
529,30757,Manager,Pune,53:38.4,F,2017,3,4,2,1,,0,0,0,1,,3
530,30765,Senior Manager,Hyderabad,55:02.9,F,2017,4,3,4,1,,1,0,0,1,,4
531,30780,Senior Associate,Kolkata,55:03.4,F,2017,4,4,4,1,,0,0,0,1,,4
532,30909,Programmer,Chennai,54:18.0,M,2017,1,2,5,1,,1,0,0,1,,4
533,30920,Programmer Trainee,Pune,55:02.2,M,2017,4,4,5,1,,0,0,0,1,,1
534,30940,Associate,Chennai,55:03.1,M,2017,3,4,4,1,,0,0,0,1,,1
535,30954,Programmer Trainee,Pune,54:33.8,F,2017,3,4,4,0,Hyderabad,0,0,0,1,,1
536,31065,Manager,Chennai,27:48.2,M,2017,2,1,3,0,Hyderabad,1,0,0,1,,1
537,31070,Senior Manager,Kolkata,55:04.1,F,2017,3,5,4,1,,0,1,0,1,,1
538,31198,Senior Associate,Kolkata,54:49.9,F,2017,3,4,4,1,,1,0,0,1,,3
539,31206,Senior Associate,Hyderabad,55:01.7,F,2017,4,4,4,1,,0,0,0,1,,2
540,31270,Senior Associate,Hyderabad,54:49.2,M,2017,2,5,2,0,Bangalore,1,1,0,1,,1
541,31291,Programmer,Chennai,54:48.1,F,2017,3,4,4,1,,1,0,0,1,,3
542,31349,Programmer Trainee,Hyderabad,54:47.6,M,2017,3,4,4,1,,1,0,0,1,,1
543,31419,Associate,Pune,54:34.2,M,2017,3,4,3,0,Bangalore,0,0,0,1,,2
544,31509,Programmer Trainee,Chennai,54:34.2,M,2017,3,4,1,1,,1,0,0,1,,3
545,31526,Senior Manager,Pune,54:17.9,F,2017,3,5,5,1,,1,1,0,1,,1
546,31533,Associate,Kolkata,55:03.1,M,2017,1,2,2,0,Bangalore,1,0,0,1,,3
547,31604,Senior Associate,Pune,53:39.2,M,2017,2,4,4,1,,1,0,0,1,,1
548,31758,Programmer Trainee,Chennai,54:49.4,M,2017,2,5,5,0,Kolkata,1,1,0,1,,3
549,31784,Programmer Trainee,Bangalore,54:49.4,M,2017,3,4,5,1,,1,0,0,1,,4
550,31840,Associate,Noida,54:33.6,M,2017,2,4,1,1,,1,0,0,1,,3
551,31876,Programmer Trainee,Pune,53:38.0,M,2017,4,4,4,1,,1,0,0,1,,2
552,31879,Manager,Bangalore,54:33.6,M,2017,4,5,4,1,,0,1,0,1,,2
553,31939,Associate,Kolkata,55:01.7,M,2017,2,3,5,1,,1,0,0,1,,2
554,32010,Associate,Chennai,55:03.3,F,2017,2,3,4,1,,1,0,0,1,,4
555,32056,Programmer Trainee,Hyderabad,55:02.8,M,2017,1,1,4,1,,1,0,0,1,,2
556,32099,Senior Associate,Hyderabad,54:34.2,M,2017,3,4,3,1,,0,0,0,1,,1
557,32133,Senior Associate,Chennai,54:49.7,F,2017,4,4,2,0,Pune,0,0,0,0,Developer,1
558,32140,Associate,Pune,54:18.1,M,2017,1,1,3,0,Bangalore,1,0,0,1,,1
559,32245,Programmer Trainee,Chennai,55:01.8,M,2017,2,3,4,1,,1,0,0,1,,3
560,32328,Programmer Trainee,Bangalore,54:17.7,F,2017,2,4,4,1,,1,0,0,1,,2
561,32480,Programmer Trainee,Kolkata,54:47.6,F,2017,2,3,5,1,,1,0,0,1,,3
562,32508,Associate,Bangalore,54:48.7,F,2017,4,3,4,1,,0,0,0,1,,3
563,32514,Associate,Chennai,54:50.1,M,2017,3,5,3,1,,1,1,0,1,,1
564,32522,Senior Associate,Pune,53:38.0,F,2017,3,5,5,1,,0,1,0,1,,3
